job_title,job_date,comp_name,comp_type,comp_size,eco_activity,region,contract,job_post_id,exper,gender,job_date_gregorian,salary,benefits_extracted,experience_categories
فني مختبر طبي,27/04/1444,شركة مجمع الرحمة الطبي,خاص,متوسطة فئة أ,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,الرياض,دوام كامل,20202026287277,2,ذكور وإناث,2022-11-21 00:00:00,5000.0,لا يوجد بدلات,ذوي خبرة
فني هندسة ميكانيكية,27/04/1444,مؤسسة جازي  للمقاولات,خاص,صغيرة فئة ب,تركيب وصيانة المصاعد,الباحة,دوام كامل,20202026287185,0,ذكور,2022-11-21 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
فني هندسة إلكترونية,27/04/1444,مؤسسة جازي  للمقاولات,خاص,صغيرة فئة ب,تركيب وصيانة المصاعد,الباحة,دوام كامل,20202026287130,0,ذكور,2022-11-21 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
أخصائي عمليات موارد بشرية,27/04/1444,شركة حديد السد للصناعة,خاص,متوسطة فئة ب,صناعة منتجات أولية من الحديد على شكل كتل من الركائز والمخلفات بعد إعادة صهرها,الرياض,دوام كامل,20202026287095,2,ذكور,2022-11-21 00:00:00,8000.0,لا يوجد بدلات,ذوي خبرة
سكرتير,27/04/1444,شركة تنمية للمقاولات شركة شخص واحد,خاص,صغيرة فئة ب,إنشاء المحطات والخطوط الرئيسية لتوزيع المياه,المدينة المنورة,دوام كامل,20202026286678,0,ذكور وإناث,2022-11-21 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
بائع,27/04/1444,مؤسسة عبدالله صباح فهد العنزي التجارية,خاص,صغيرة فئة أ,البيع بالتجزئة للساعات بأنواعها,الرياض,دوام كامل,20202026286677,0,إناث,2022-11-21 00:00:00,4000.0,يوجد بدلات,خريجون جدد
مشرف مسكن,27/04/1444,شركه افراس للتجاره والمقاولات,خاص,عملاقة,الانشاءات العامة للمباني غير السكنية (مثل المدارس والمستشفيات والفنادق ....الخ),الرياض,دوام كامل,20202026286670,0,ذكور وإناث,2022-11-21 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
مساعد إداري,27/04/1444,مؤسسة حديقة الطفل الأهلية,خاص,صغيرة فئة ب,التعليم في مرحلة ما قبل المدرسة - رياض الأطفال بمنهج وطني,الرياض,عمل عن بعد,20202026286665,0,ذكور وإناث,2022-11-21 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
سكرتير تنفيذي,26/04/1444,مؤسسة رحلة الإنجاز للمقاولات,خاص,صغيرة فئة ب,الإنشاءات العامة للمباني السكنية,مكة المكرمة,دوام كامل,20202026286658,2,ذكور,2022-11-20 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
مصمم وسائط متعددة,26/04/1444,شركة عروبة الشرق للتجارة شركة شخص واحد,خاص,متوسطة فئة أ,بيع وتركيب معدات الفنادق والمطاعم والمطابخ والمغاسل الاتوماتيكية بالتجزئة,الرياض,دوام كامل,20202026276541,0,ذكور وإناث,2022-11-20 00:00:00,5000.0,يوجد بدلات,خريجون جدد
أخصائي تسويق,26/04/1444,معهد الثقه الفائزة للتدريب,خاص,صغيرة فئة ب,بيع وتركيب معدات الفنادق والمطاعم والمطابخ والمغاسل الاتوماتيكية بالتجزئة,مكة المكرمة,دوام كامل,20202026276518,0,ذكور,2022-11-20 00:00:00,4500.0,لا يوجد بدلات,خريجون جدد
سائق شاحنة ثقيلة,26/04/1444,شركة الاتحاد السريع,خاص,متوسطة فئة أ,أنشطة اخرى خاصة بالنقل البري للبضائع,الرياض,دوام كامل,20202026276321,2,ذكور وإناث,2022-11-20 00:00:00,5500.0,يوجد بدلات,ذوي خبرة
محلل نظم المعلومات,26/04/1444,شقق لجين الغربية للوحدات السكنية المفروشة,خاص,صغيرة فئة ب,أنشطة اخرى خاصة بالنقل البري للبضائع,مكة المكرمة,دوام كامل,20202026276207,2,ذكور وإناث,2022-11-20 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
مدير عمليات موارد بشرية,26/04/1444,شركة قوافل الكمال للتجارة,خاص,متوسطة فئة ب,مراكز ضيافة الأطفال الأهلية,مكة المكرمة,دوام كامل,20202026276148,7,ذكور وإناث,2022-11-20 00:00:00,6000.0,يوجد بدلات,ذوي خبرة
سكرتير,25/04/1444,المكتب التعاوني للدعوة والارشاد وتوعية الجاليات با,خاص,صغيرة فئة ب,الأنشطة الخيرية ، يشمل: جمع التبرعات أو أنشطة الدعم الأخرى التي تدخل في نطاق العمل الاجتماعي,الرياض,دوام كامل,20202026276073,0,ذكور وإناث,2022-11-19 00:00:00,3000.0,لا يوجد بدلات,خريجون جدد
عامل تصنيع,25/04/1444,مصنع رواد الكفاح للصناعة,خاص,صغيرة فئة ب,صناعة المطابخ من الخشب والألمنيوم الخ,المنطقة الشرقية,دوام كامل,20202026275985,0,ذكور,2022-11-19 00:00:00,4400.0,يوجد بدلات,خريجون جدد
عامل كاونتر مأكولات ومشروبات,25/04/1444,مطعم نسيم الوردة الشامية,خاص,صغيرة فئة ب,البوفيهات ( الكافيتريات ),المنطقة الشرقية,دوام كامل,20202026275978,0,ذكور وإناث,2022-11-19 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
بائع,25/04/1444,شركة أسامه بكر عبدالله بكر الزراعية,خاص,متوسطة فئة أ,البيع بالجملة للخضراوات,الرياض,دوام كامل,20202026275871,0,ذكور وإناث,2022-11-19 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
بائع,25/04/1444,شركة أسامه بكر عبدالله بكر الزراعية,خاص,متوسطة فئة أ,البيع بالجملة للزهور,مكة المكرمة,دوام كامل,20202026275798,0,ذكور وإناث,2022-11-19 00:00:00,4000.0,يوجد بدلات,خريجون جدد
مساعد إداري,25/04/1444,شركة تيم واي للمقاولات  شركة شخص واحد,خاص,صغيرة فئة أ,التركيبات الكهربائية الأخرى,الرياض,دوام كامل,20202026275729,0,ذكور وإناث,2022-11-19 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
نادل,25/04/1444,مقهى جواهر خلف بن شجاع العتيبي لتقديم المشروبات,خاص,صغيرة فئة ب,بيع المشروبات بالتجزئة في المتاجر المتخصصة,مكة المكرمة,دوام كامل,20202026275717,0,إناث,2022-11-19 00:00:00,3200.0,لا يوجد بدلات,خريجون جدد
محاسب,24/04/1444,مصنع محمد عايض الوهبي للصناعة,خاص,صغيرة فئة أ,أنشطة أخرى لسبك المعادن غير الحديدية (منتجات تامة ونصف تامة الصنع ),مكة المكرمة,دوام كامل,20202026275690,0,ذكور,2022-11-18 00:00:00,4082.0,يوجد بدلات,خريجون جدد
فني طوابع,24/04/1444,مؤسسة رياده الخير للنقل البري,خاص,صغيرة فئة ب,النقل البري للبضائع,الرياض,دوام كامل,20202026275623,0,ذكور وإناث,2022-11-18 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
بائع,24/04/1444,مطعم ملعقة الطاهي لتقديم الوجبات,خاص,صغيرة فئة ب,تشغيل المقاصف والكفتيريات على أساس إمتياز محدد ، يشمل ( المقاصف والكفتيريات في المصانع والمكاتب والمستشفيات والمدارس .. الخ ),الرياض,دوام كامل,20202026275556,0,إناث,2022-11-18 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
نادل,24/04/1444,مطعم ملعقة الطاهي لتقديم الوجبات,خاص,صغيرة فئة ب,تشغيل المقاصف والكفتيريات على أساس إمتياز محدد ، يشمل ( المقاصف والكفتيريات في المصانع والمكاتب والمستشفيات والمدارس .. الخ ),الرياض,دوام كامل,20202026275555,0,إناث,2022-11-18 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
طاهي,24/04/1444,مطعم ملعقة الطاهي لتقديم الوجبات,خاص,صغيرة فئة ب,تشغيل المقاصف والكفتيريات على أساس إمتياز محدد ، يشمل ( المقاصف والكفتيريات في المصانع والمكاتب والمستشفيات والمدارس .. الخ ),الرياض,دوام كامل,20202026275554,0,إناث,2022-11-18 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
مدير تسويق,24/04/1444,مؤسسة كناري للانتاج الفني,خاص,صغيرة فئة ب,تشغيل استوديو صوتي ومرئي,الرياض,دوام كامل,20202026275537,0,ذكور وإناث,2022-11-18 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
صراف عملات,23/04/1444,شركة سالم سليم دخيل الله اللهيبي واولاده للصرافه,خاص,صغيرة فئة أ,تشغيل استوديو صوتي ومرئي,المدينة المنورة,دوام كامل,20202026275421,0,ذكور,2022-11-17 00:00:00,4500.0,لا يوجد بدلات,خريجون جدد
مدير شؤون قانونية,23/04/1444,شركة يوسف هدبان الحارثي للمحاماة والاستشارات القانونية,خاص,صغيرة فئة أ,أنشطة المحاماة والاستشارات القانونية,تبوك,دوام كامل,20202026275393,2,ذكور,2022-11-17 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
مهندس كيميائي,23/04/1444,فرع مصنع شركة الحمراني فوكس البترولية العربية السعودية المحد,خاص,متوسطة فئة ب,انتاج زيوت التشحيم للمعدات والمحركات,المدينة المنورة,دوام كامل,20202026275388,4,ذكور وإناث,2022-11-17 00:00:00,7000.0,يوجد بدلات,ذوي خبرة
فني انتاج مشتقات نفطية,23/04/1444,فرع مصنع شركة الحمراني فوكس البترولية العربية السعودية المحد,خاص,متوسطة فئة ب,انتاج زيوت التشحيم للمعدات والمحركات,المدينة المنورة,دوام كامل,20202026275382,2,ذكور,2022-11-17 00:00:00,5000.0,يوجد بدلات,ذوي خبرة
موظف استقبال,23/04/1444,مركز صانعة الاحلام الرياضي,خاص,صغيرة فئة ب,الصالات والمراكز الرياضية النسائية,القصيم,دوام كامل,20202026275329,0,إناث,2022-11-17 00:00:00,4000.0,يوجد بدلات,خريجون جدد
كاتب موارد بشرية,23/04/1444,شركة محمد عايض فواز الوهبي للتجارة,خاص,صغيرة فئة ب,صب القواعد والاساسات,مكة المكرمة,دوام كامل,20202026275050,0,إناث,2022-11-17 00:00:00,4082.0,يوجد بدلات,خريجون جدد
كاتب موارد بشرية,23/04/1444,مصنع محمد عايض الوهبي للصناعة,خاص,صغيرة فئة أ,أنشطة أخرى لسبك المعادن غير الحديدية (منتجات تامة ونصف تامة الصنع ),مكة المكرمة,دوام كامل,20202026275023,0,إناث,2022-11-17 00:00:00,4082.0,يوجد بدلات,خريجون جدد
أخصائي توظيف,23/04/1444,شركة الامتياز للتقنيه المحدوده,خاص,متوسطة فئة أ,تركيب وتمديد شبكات الكمبيوتر والاتصالات,الرياض,دوام كامل,20202026275017,2,ذكور,2022-11-17 00:00:00,6000.0,لا يوجد بدلات,ذوي خبرة
محصل,23/04/1444,شركة ثقة الدولية العقارية,خاص,صغيرة فئة ب,أنشطة إدارة العقارات مقابل عمولة,الرياض,دوام كامل,20202026274983,2,إناث,2022-11-17 00:00:00,6000.0,لا يوجد بدلات,ذوي خبرة
